ROWNUM;CHANGEID;IFABANDONED;LOC;NUMVERSIONS
10,345;1205030;1;0;1
10,346;1205031;0;15;1
10,347;1205037;0;3;2
10,348;1205050;0;13;1
10,349;1205061;0;13;2
10,350;1205062;0;7;5
10,351;1205145;0;0;1
10,352;1205162;0;2;4
10,353;1205199;0;112;4
10,354;1205249;0;0;2
10,355;1205255;0;0;1
10,356;1205276;0;0;3
10,357;1205304;0;5;1
10,358;1205326;0;2;2
10,359;1205347;0;15;3
10,360;1205355;0;75;3
10,361;1205358;0;0;1
10,362;1205360;0;0;2
10,363;1205363;0;684;2
10,364;1205468;0;37;2
10,365;1205501;0;2;1
10,366;1205588;0;15;2
10,367;1205600;0;4;1
10,368;1205611;0;0;1
10,369;1205615;0;0;3
10,370;1205621;0;876;1
10,371;1205642;0;122;1
10,372;1205644;0;14;7
10,373;1205646;0;1;3
10,374;1205661;0;434;1
10,375;1205669;0;5;3
10,376;1205689;0;24;3
10,377;1205696;1;220;1
10,378;1205699;0;2;2
10,379;1205719;0;34;1
10,380;1205720;0;13;1
10,381;1205725;0;78;2
10,382;1205756;0;5;3
10,383;1205758;0;11;3
10,384;1205766;0;121;6
10,385;1205768;0;3;1
10,386;1205769;0;0;2
10,387;1205836;0;39;4
10,388;1205892;0;238;2
10,389;1205893;0;21;3
10,390;1205899;0;37;6
10,391;1205933;0;2;1
10,392;1205940;0;8;2
10,393;1205954;0;1,835;7
10,394;1206024;0;0;2
10,395;1206076;0;4;1
10,396;1206096;0;3,971;1
10,397;1206103;0;2;2
10,398;1206177;0;0;1
10,399;1206210;0;12;2
10,400;1206234;0;2;2
10,401;1206257;0;98;5
10,402;1206259;0;0;1
10,403;1206263;0;166;1
10,404;1206290;0;207;3
10,405;1206298;0;119;2
10,406;1206305;0;46;2
10,407;1206308;0;144;3
10,408;1206356;1;51;2
10,409;1206386;0;0;1
10,410;1206392;0;0;1
10,411;1206393;0;147;7
10,412;1206426;0;48;1
10,413;1206474;0;486;1
10,414;1206488;0;45;1
10,415;1206518;0;64;2
10,416;1206530;0;253;1
10,417;1206602;0;0;1
10,418;1206605;1;1,655;5
10,419;1206646;0;205;2
10,420;1206647;1;55;5
10,421;1206650;0;9;2
10,422;1206653;0;144;2
10,423;1206684;0;30;2
10,424;1206716;1;193;12
10,425;1206727;0;253;1
10,426;1206805;0;102;2
10,427;1206908;0;2;6
10,428;1206918;0;5;1
10,429;1206935;0;62;1
10,430;1206953;0;3,850;2
10,431;1206964;0;0;1
10,432;1206978;0;4;2
10,433;1207016;0;0;1
10,434;1207019;0;0;1
10,435;1207113;0;6;2
10,436;1207133;0;106;2
10,437;1207160;0;7;3
10,438;1207181;0;286;5
10,439;1207189;0;167;11
10,440;1207213;1;47;1
10,441;1207218;0;3;2
10,442;1207260;0;79;9
10,443;1207275;0;0;1
10,444;1207279;1;6;1
10,445;1207282;0;2;2
10,446;1207286;0;17;2
10,447;1207290;0;16;2
10,448;1207292;0;26;4
10,449;1207297;0;992;1
10,450;1207309;0;5;4
10,451;1207315;0;3;3
10,452;1207328;0;17;1
10,453;1207346;0;77;2
10,454;1207352;0;6;5
10,455;1207370;0;113;4
10,456;1207383;0;0;1
10,457;1207384;0;3;2
10,458;1207396;1;34;1
10,459;1207405;0;1,399;3
10,460;1207417;0;3;2
10,461;1207426;0;1;2
10,462;1207435;0;327;13
10,463;1207461;0;6;3
10,464;1207477;0;10;3
10,465;1207482;1;1,786;16
10,466;1207491;0;11;2
10,467;1207501;1;8;2
10,468;1207514;0;9;2
10,469;1207520;0;103;3
10,470;1207533;0;12;3
10,471;1207550;0;31;2
10,472;1207562;1;12;1
10,473;1207568;0;6;6
10,474;1207583;0;12;2
10,475;1207594;0;702;16
10,476;1207598;0;3;2
10,477;1207602;0;113;2
10,478;1207609;0;22;2
10,479;1207627;1;362;3
10,480;1207654;0;11;2
10,481;1207683;0;71;6
10,482;1207724;1;5;4
10,483;1207733;0;242;4
10,484;1207753;0;8;4
10,485;1207760;0;29;5
10,486;1207773;0;0;1
10,487;1207778;0;8;2
10,488;1207782;0;89;2
10,489;1207820;0;10;7
10,490;1207838;0;0;1
10,491;1207846;0;24;2
10,492;1207849;0;9;2
10,493;1207861;0;149;1
10,494;1207917;0;275;7
10,495;1207955;0;6;4
10,496;1207957;0;0;2
10,497;1207992;0;0;1
10,498;1208003;0;81;6
10,499;1208009;0;431;6
10,500;1208018;0;0;1
10,501;1208028;0;173;5
10,502;1208041;0;44;5
10,503;1208051;1;420;5
10,504;1208073;0;8;2
10,505;1208084;0;4;2
10,506;1208111;0;146;1
10,507;1208132;0;35;2
10,508;1208155;0;797;14
10,509;1208176;0;640;2
10,510;1208184;1;17;1
10,511;1208189;1;123;1
10,512;1208190;0;42;1
10,513;1208192;1;3;2
10,514;1208208;0;170;1
10,515;1208218;0;20;5
10,516;1208225;0;140;2
10,517;1208239;0;286;1
10,518;1208261;0;3;1
10,519;1208284;0;2;1
10,520;1208293;0;68;2
10,521;1208304;1;45;1
10,522;1208329;0;7;2
10,523;1208335;0;65;2
10,524;1208340;1;59;2
10,525;1208341;1;0;1
10,526;1208398;0;22;3
10,527;1208399;0;0;1
10,528;1208414;0;65;3
10,529;1208420;1;6;2
10,530;1208423;0;15;1
10,531;1208444;0;6;1
10,532;1208506;0;138;1
10,533;1208507;0;211;9
10,534;1208552;0;2;2
10,535;1208572;0;90;2
10,536;1208578;0;387;3
10,537;1208594;1;30;2
10,538;1208626;1;20;7
10,539;1208646;0;1,022;2
10,540;1208662;0;20;3
10,541;1208667;1;0;1
10,542;1208680;1;746;9
10,543;1208688;0;22;3
10,544;1208695;0;447;5
10,545;1208725;0;444;26
10,546;1208778;0;10;1
10,547;1208781;0;10;2
10,548;1208785;0;0;7
10,549;1208793;0;4;3
10,550;1208803;0;220;2
10,551;1208860;0;17;5
10,552;1208877;0;10;1
10,553;1208886;0;454;2
10,554;1208919;0;0;1
10,555;1208956;0;150;2
10,556;1209005;0;8;3
10,557;1209021;0;23;1
10,558;1209076;0;243;3
10,559;1209089;0;91;2
10,560;1209125;0;29;1
10,561;1209139;0;0;1
10,562;1209197;1;18;6
10,563;1209199;0;78;2
10,564;1209228;0;2,271;2
10,565;1209238;0;214;3
10,566;1209280;0;59;1
10,567;1209290;1;0;2
10,568;1209353;0;4;2
10,569;1209372;0;65;5
10,570;1209389;0;320;3
10,571;1209435;0;22;3
10,572;1209443;1;0;1
10,573;1209457;0;145;3
10,574;1209466;1;9;1
10,575;1209471;0;7;3
10,576;1209478;0;23;9
10,577;1209562;0;98;1
10,578;1209583;0;25;6
10,579;1209610;0;41;3
10,580;1209619;0;12;3
10,581;1209662;0;627;1
10,582;1209665;0;2,470;3
10,583;1209670;1;43;2
10,584;1209712;0;0;1
10,585;1209716;0;45;3
10,586;1209726;1;0;1
10,587;1209782;0;3;4
10,588;1209787;0;11;4
10,589;1209794;0;0;1
10,590;1209795;0;0;1
10,591;1209857;0;64;6
10,592;1209859;0;75;1
10,593;1209861;0;162;9
10,594;1209897;0;21;3
10,595;1209925;0;0;1
10,596;1209929;0;17;2
10,597;1209944;0;9;5
10,598;1209952;0;7;2
10,599;1209980;0;110;4
10,600;1209993;0;6;2
10,601;1209998;0;26;5
10,602;1210058;0;4;4
10,603;1210071;0;17;8
10,604;1210073;1;6;1
10,605;1210083;0;6;3
10,606;1210085;0;65;4
10,607;1210086;0;32;5
10,608;1210109;0;14;4
10,609;1210110;0;13;10
10,610;1210112;0;18;2
10,611;1210114;0;0;1
10,612;1210119;0;2;3
10,613;1210120;0;4;3
10,614;1210124;0;6;2
10,615;1210127;0;6;3
10,616;1210162;0;3;6
10,617;1210243;0;439;19
10,618;1210249;0;903;9
10,619;1210264;0;2;6
10,620;1210276;0;97;6
10,621;1210300;1;29;4
10,622;1210311;0;35;13
10,623;1210323;0;48;2
10,624;1210340;0;10;3
10,625;1210345;0;5;4
10,626;1210346;0;0;1
10,627;1210347;1;0;1
10,628;1210349;1;0;1
10,629;1210353;0;3;1
10,630;1210356;0;49;4
10,631;1210361;0;85;8
10,632;1210362;0;2;3
10,633;1210366;0;3;4
10,634;1210394;0;2;2
10,635;1210398;0;61;10
10,636;1210416;0;17;1
10,637;1210417;0;53;3
10,638;1210421;0;4;4
10,639;1210422;0;20;6
10,640;1210425;0;8;9
10,641;1210426;0;12;3
10,642;1210434;0;59;11
10,643;1210435;0;232;5
10,644;1210438;1;1,050;1
10,645;1210441;0;393;11
10,646;1210445;0;2,805;2
10,647;1210448;0;491;4
10,648;1210454;0;554;9
10,649;1210456;0;119;6
10,650;1210461;0;43;1
10,651;1210481;0;1;3
10,652;1210485;0;146;3
10,653;1210537;0;55;4
10,654;1210560;0;2;3
10,655;1210563;0;413;6
10,656;1210565;0;0;1
10,657;1210599;0;7;2
10,658;1210603;0;66;3
10,659;1210612;0;0;1
10,660;1210652;0;0;1
10,661;1210653;1;0;1
10,662;1210657;0;2;1
10,663;1210670;1;117;1
10,664;1210683;0;0;1
10,665;1210746;0;22;1
10,666;1210749;0;11;4
10,667;1210764;0;1,163;9
10,668;1210780;0;33;1
10,669;1210782;0;75;11
10,670;1210794;0;72;2
10,671;1210816;0;0;1
10,672;1210823;1;18;3
10,673;1210826;1;18;3
10,674;1210855;0;0;1
10,675;1210876;0;26;1
10,676;1210937;0;30;2
10,677;1210940;0;123;3
10,678;1210972;0;36;2
10,679;1210984;0;93;4
10,680;1210989;0;33;3
10,681;1211011;0;0;1
10,682;1211042;1;5;1
10,683;1211050;0;758;3
10,684;1211076;0;0;3
10,685;1211086;0;107;2
10,686;1211122;0;32;6
10,687;1211168;0;65;6
10,688;1211274;0;2;1
10,689;1211278;0;14;4
10,690;1211281;0;383;3
10,691;1211291;0;31;8
10,692;1211312;0;0;2
10,693;1211327;0;144;9
10,694;1211328;0;6,803;1
10,695;1211338;0;58;10
10,696;1211353;0;14;2
10,697;1211361;0;17;2
10,698;1211388;0;5;2
10,699;1211446;0;164;2
10,700;1211447;0;3;2
10,701;1211570;1;6;1
10,702;1211597;0;6;3
10,703;1211639;0;10;2
10,704;1211660;0;17;3
10,705;1211706;0;282;11
10,706;1211744;0;45;2
10,707;1211794;1;0;2
10,708;1211831;0;54;12
10,709;1211922;0;201;6
10,710;1211942;1;205;4
10,711;1211995;0;592;17
10,712;1212026;0;23;5
10,713;1212052;0;52;3
10,714;1212141;0;493;6
10,715;1212159;0;253;6
10,716;1212391;1;89;1
10,717;1212404;0;8;1
10,718;1212427;0;126;1
10,719;1212469;1;11;1
10,720;1212475;0;12;2
10,721;1212480;1;12;1
10,722;1212481;1;0;1
10,723;1212493;0;1,155;1
10,724;1212509;0;82;6
10,725;1212512;1;0;1
10,726;1212522;0;1,601;7
10,727;1212540;0;123;5
10,728;1212564;0;16;2
10,729;1212575;0;5;2
10,730;1212614;0;2;3
10,731;1212617;0;0;1
10,732;1212623;0;0;1
10,733;1212639;0;625;1
10,734;1212641;0;250;16
10,735;1212657;0;1,445;7
10,736;1212669;0;1;1
10,737;1212715;0;75;3
10,738;1212790;0;17;1
10,739;1212830;0;183;3
10,740;1212832;0;2;1
10,741;1212846;0;5;2
10,742;1212854;0;2;4
10,743;1212861;0;9;2
10,744;1212881;0;40;7
10,745;1212885;0;16;5
10,746;1212888;1;146;1
10,747;1212910;0;146;2
10,748;1212929;0;34;3
10,749;1212946;0;88;3
10,750;1212950;0;4;3
10,751;1212964;0;2;2
10,752;1212976;0;2;2
10,753;1212979;0;122;5
10,754;1212980;0;15;4
10,755;1213002;0;62;3
10,756;1213013;0;201;4
10,757;1213079;0;0;2
10,758;1213080;0;0;2
10,759;1213095;0;363;8
10,760;1213097;0;23;5
10,761;1213106;0;146;2
10,762;1213107;0;14;2
10,763;1213111;0;4;2
10,764;1213112;0;6;4
10,765;1213116;0;14;6
10,766;1213124;0;93;2
10,767;1213126;0;2;5
10,768;1213127;0;179;2
10,769;1213133;1;4;1
10,770;1213136;0;3;5
10,771;1213153;0;2;3
10,772;1213158;0;13;4
10,773;1213185;1;19;9
10,774;1213192;0;2;2
10,775;1213196;0;974;5
10,776;1213202;0;93;10
10,777;1213235;1;69;6
10,778;1213244;0;39;11
10,779;1213310;0;15;3
10,780;1213312;0;35;5
10,781;1213330;0;553;13
10,782;1213410;0;17;5
10,783;1213416;0;21;5
10,784;1213420;0;166;2
10,785;1213455;1;0;1
10,786;1213498;0;3;1
10,787;1213504;0;51;5
10,788;1213505;0;138;2
10,789;1213518;0;149;5
10,790;1213519;0;43;3
10,791;1213587;0;138;3
10,792;1213611;0;11;2
10,793;1213649;0;192;1
10,794;1213650;0;12;1
10,795;1213654;0;2;2
10,796;1213666;0;4;1
10,797;1213714;1;16;1
10,798;1213715;1;5;1
10,799;1213718;0;246;4
10,800;1213736;0;0;2
10,801;1213765;0;18;1
10,802;1213779;0;1,770;4
10,803;1213780;0;1,770;2
10,804;1213787;0;48;3
10,805;1213825;0;1;1
10,806;1213835;0;16;1
10,807;1213881;1;106;1
10,808;1213951;1;1,740;9
10,809;1213952;0;91;4
10,810;1213960;0;59;4
10,811;1213961;0;529;8
10,812;1213997;1;36;2
10,813;1214033;0;13;2
10,814;1214035;1;0;1
10,815;1214127;0;8;1
10,816;1214203;1;110;4
10,817;1214230;0;87;2
10,818;1214247;0;8;2
10,819;1214280;0;141;2
10,820;1214308;0;34;3
10,821;1214331;0;52;2
10,822;1214351;0;128;5
10,823;1214357;0;62;3
10,824;1214446;0;306;3
10,825;1214448;0;0;1
10,826;1214453;0;69;4
10,827;1214464;0;219;4
10,828;1214465;0;220;3
10,829;1214466;0;379;3
10,830;1214467;0;45;4
10,831;1214500;0;0;1
10,832;1214511;0;5,069;2
10,833;1214548;0;0;2
10,834;1214605;0;15;10
10,835;1214611;1;2,716;7
10,836;1214612;1;6,924;1
10,837;1214622;0;452;1
10,838;1214634;0;8;5
10,839;1214653;0;7;2
10,840;1214663;0;0;1
10,841;1214739;0;34;2
10,842;1214865;0;0;2
10,843;1214883;0;55;8
10,844;1214884;0;4;13
10,845;1214887;0;10;2
10,846;1214897;0;9;3
10,847;1214898;0;5;3
10,848;1214902;0;5;2
10,849;1214903;0;1,055;1
10,850;1214910;1;0;1
10,851;1214914;1;0;2
10,852;1214919;0;3;3
10,853;1214961;0;262;1
10,854;1214964;0;3;3
10,855;1214978;1;560;2
10,856;1215002;0;363;1
10,857;1215055;0;2;1
10,858;1215056;0;2;1
10,859;1215068;0;0;1
10,860;1215073;0;0;1
10,861;1215091;0;2;1
10,862;1215101;0;488;2
10,863;1215128;0;336;7
10,864;1215143;0;32;2
10,865;1215219;0;3;3
10,866;1215229;0;121;3
10,867;1215240;1;17;2
10,868;1215241;0;75;3
10,869;1215273;0;184;11
10,870;1215292;0;9;2
10,871;1215306;0;830;6
10,872;1215319;1;0;1
10,873;1215325;0;808;15
10,874;1215340;0;2;2
10,875;1215348;0;22;4
10,876;1215351;0;9;2
10,877;1215358;0;0;1
10,878;1215368;0;21;2
10,879;1215379;0;9;2
10,880;1215383;0;96;6
10,881;1215386;1;0;1
10,882;1215387;1;0;2
10,883;1215388;0;11;2
10,884;1215410;0;180;2
10,885;1215421;0;0;1
10,886;1215422;0;6;2
10,887;1215423;0;97;5
10,888;1215424;0;941;7
10,889;1215427;0;148;2
10,890;1215432;0;7;1
10,891;1215470;0;164;4
10,892;1215471;0;537;2
10,893;1215491;0;3;2
10,894;1215495;1;19;1
10,895;1215496;0;159;6
10,896;1215497;1;19;1
10,897;1215522;0;3;2
10,898;1215524;0;122;8
10,899;1215536;0;82;2
10,900;1215542;0;325;7
10,901;1215543;0;2;2
10,902;1215555;0;27;3
10,903;1215559;1;946;1
10,904;1215560;1;58;1
10,905;1215561;0;16;2
10,906;1215562;0;11;4
10,907;1215563;1;1,004;1
10,908;1215565;0;137;8
10,909;1215567;0;321;3
10,910;1215569;0;0;1
10,911;1215571;1;0;1
10,912;1215586;0;4;3
10,913;1215594;0;867;5
10,914;1215599;0;17;2
10,915;1215627;0;48;5
10,916;1215629;0;46;10
10,917;1215695;0;29;9
10,918;1215708;1;490;5
10,919;1215722;0;22;4
10,920;1215757;0;329;6
10,921;1215765;0;1;4
10,922;1215772;0;49;9
10,923;1215786;0;42;1
10,924;1215787;0;0;1
10,925;1215798;0;14;3
10,926;1215804;1;17;1
10,927;1215811;0;17;3
10,928;1215829;1;376;14
10,929;1215875;0;90;5
10,930;1215933;1;19;1
10,931;1215936;0;22;3
10,932;1215973;0;24;2
10,933;1216013;0;0;1
10,934;1216017;0;382;1
10,935;1216043;0;917;13
10,936;1216076;0;1,111;6
10,937;1216089;1;0;2
10,938;1216090;0;98;1
10,939;1216091;0;0;1
10,940;1216101;0;24;1
10,941;1216140;0;4;2
10,942;1216143;0;4;2
10,943;1216210;0;5;3
10,944;1216251;0;4;2
10,945;1216260;0;30;1
10,946;1216283;0;114;2
10,947;1216314;0;15;4
10,948;1216382;0;44;1
10,949;1216385;0;8;2
10,950;1216386;1;159;8
10,951;1216389;0;29;2
10,952;1216392;1;114;1
10,953;1216398;0;114;1
10,954;1216399;0;8;1
10,955;1216421;0;38;2
10,956;1216422;0;38;1
10,957;1216423;0;0;1
10,958;1216443;0;242;5
10,959;1216453;0;4,348;1
10,960;1216483;1;0;1
10,961;1216505;0;105;4
10,962;1216535;0;102;5
10,963;1216548;0;735;3
10,964;1216579;0;22;1
10,965;1216626;0;2;1
10,966;1216660;0;780;1
10,967;1216673;0;57;2
10,968;1216792;0;21;2
10,969;1216795;0;338;1
10,970;1216826;0;2;1
10,971;1216832;0;0;1
10,972;1216859;1;0;1
10,973;1216866;0;190;9
10,974;1216880;0;4,392;7
10,975;1216890;0;53;8
10,976;1216934;0;58;5
10,977;1216939;0;5;1
10,978;1216978;0;61;2
10,979;1216979;0;1;2
10,980;1216985;0;77;2
10,981;1216988;0;33;4
10,982;1217007;0;15;3
10,983;1217040;0;3;3
10,984;1217043;0;2;2
10,985;1217058;0;109;1
10,986;1217070;0;1;1
10,987;1217087;0;1;3
10,988;1217110;0;2;2
10,989;1217124;0;36;6
10,990;1217137;0;7;2
