ROWNUM;CHANGEID;IFABANDONED;LOC;NUMVERSIONS
5,080;1127164;0;0;1
5,081;1127177;0;149;1
5,082;1127186;0;30;5
5,083;1127213;0;0;1
5,084;1127214;0;6;3
5,085;1127219;1;0;1
5,086;1127226;0;0;1
5,087;1127251;0;134;2
5,088;1127271;0;6;2
5,089;1127280;0;33;1
5,090;1127282;0;4;1
5,091;1127294;0;3;1
5,092;1127305;0;96;3
5,093;1127309;0;4;1
5,094;1127311;0;18;3
5,095;1127312;1;0;5
5,096;1127327;0;15;1
5,097;1127334;0;33;2
5,098;1127345;0;30;2
5,099;1127360;0;2;2
5,100;1127380;1;0;1
5,101;1127385;1;0;1
5,102;1127389;1;69;1
5,103;1127390;1;1;1
5,104;1127395;0;125;5
5,105;1127397;0;10;2
5,106;1127400;0;129;1
5,107;1127406;1;0;1
5,108;1127412;0;1;2
5,109;1127414;0;15;1
5,110;1127459;0;196;16
5,111;1127477;0;76;5
5,112;1127479;0;5;1
5,113;1127494;0;18;2
5,114;1127503;0;0;1
5,115;1127514;0;154;4
5,116;1127522;1;0;1
5,117;1127537;0;161;15
5,118;1127558;0;59;1
5,119;1127560;0;59;1
5,120;1127572;0;10;1
5,121;1127576;0;0;1
5,122;1127579;0;0;1
5,123;1127589;0;63;1
5,124;1127622;1;1,058;1
5,125;1127650;0;0;1
5,126;1127658;0;9;1
5,127;1127667;1;1,574;29
5,128;1127669;0;1,429;1
5,129;1127678;0;1;2
5,130;1127691;0;7;2
5,131;1127694;0;249;4
5,132;1127710;0;90;1
5,133;1127724;0;0;1
5,134;1127727;0;83;1
5,135;1127735;1;0;1
5,136;1127740;0;58;5
5,137;1127748;0;20;1
5,138;1127767;0;0;1
5,139;1127774;0;1;1
5,140;1127781;0;84;1
5,141;1127784;0;6;3
5,142;1127789;0;403;1
5,143;1127803;0;12;1
5,144;1127819;0;292;3
5,145;1127825;1;16;2
5,146;1127828;0;4;3
5,147;1127830;0;8;3
5,148;1127836;0;16;2
5,149;1127851;0;1,102;20
5,150;1127856;0;61;7
5,151;1127913;0;95;1
5,152;1127916;0;66;1
5,153;1127920;0;171;4
5,154;1127921;0;2;1
5,155;1127936;0;0;1
5,156;1127940;0;8;1
5,157;1127964;0;57;3
5,158;1127965;0;15;1
5,159;1127984;0;2;1
5,160;1127987;0;67;1
5,161;1127989;0;0;1
5,162;1128001;1;0;1
5,163;1128017;1;23;1
5,164;1128035;0;712;8
5,165;1128039;0;0;1
5,166;1128041;1;0;1
5,167;1128057;0;6;2
5,168;1128075;0;169;8
5,169;1128082;1;104;10
5,170;1128116;0;92;1
5,171;1128143;0;605;1
5,172;1128158;0;295;3
5,173;1128202;1;0;5
5,174;1128209;1;0;1
5,175;1128210;1;0;1
5,176;1128239;0;6;2
5,177;1128376;0;223;4
5,178;1128429;0;0;1
5,179;1128454;1;0;1
5,180;1128459;1;0;1
5,181;1128577;0;207;1
5,182;1128604;1;0;1
5,183;1128606;0;0;1
5,184;1128708;0;0;1
5,185;1128724;0;12;1
5,186;1128744;0;214;5
5,187;1128749;1;0;1
5,188;1128782;1;0;1
5,189;1128786;1;0;1
5,190;1128846;1;147;3
5,191;1128871;0;13;1
5,192;1128880;0;440;4
5,193;1128919;0;4;1
5,194;1128926;0;6,210;1
5,195;1128950;0;115;1
5,196;1128974;0;16;1
5,197;1128998;0;83;6
5,198;1129006;0;22;2
5,199;1129037;0;2;1
5,200;1129045;0;67;3
5,201;1129065;0;164;5
5,202;1129069;0;5;6
5,203;1129073;0;4;2
5,204;1129080;0;124;1
5,205;1129081;0;40;3
5,206;1129091;0;50;5
5,207;1129113;0;8;1
5,208;1129124;0;45;7
5,209;1129126;0;4;1
5,210;1129136;0;126;5
5,211;1129144;0;14;5
5,212;1129150;0;26;2
5,213;1129158;0;20;5
5,214;1129187;0;64;1
5,215;1129192;0;5;1
5,216;1129199;0;4;2
5,217;1129212;0;16;3
5,218;1129218;1;4;1
5,219;1129228;0;12;4
5,220;1129235;1;0;1
5,221;1129236;0;0;1
5,222;1129250;0;44;1
5,223;1129256;0;64;1
5,224;1129263;0;21;4
5,225;1129271;0;34;1
5,226;1129286;0;42;1
5,227;1129296;1;32;2
5,228;1129320;0;583;1
5,229;1129322;0;0;1
5,230;1129323;0;2;2
5,231;1129335;0;23;1
5,232;1129349;0;2;5
5,233;1129361;0;2;5
5,234;1129363;0;171;2
5,235;1129367;0;27;9
5,236;1129372;0;2;1
5,237;1129373;0;4;3
5,238;1129375;0;8;1
5,239;1129376;0;0;1
5,240;1129384;0;70;2
5,241;1129389;0;158;5
5,242;1129406;0;149;2
5,243;1129412;1;17;1
5,244;1129422;0;178;2
5,245;1129423;0;93;3
5,246;1129446;0;62;2
5,247;1129460;1;243;2
5,248;1129466;0;140;6
5,249;1129467;0;4;4
5,250;1129478;1;0;1
5,251;1129482;0;177;1
5,252;1129492;1;3,395;3
5,253;1129501;0;27;1
5,254;1129507;0;0;1
5,255;1129510;0;0;1
5,256;1129515;0;45;4
5,257;1129539;0;0;1
5,258;1129555;0;2;1
5,259;1129562;0;0;12
5,260;1129563;0;3;1
5,261;1129649;0;5;3
5,262;1129673;0;392;3
5,263;1129676;0;7;4
5,264;1129685;0;53;2
5,265;1129691;0;0;1
5,266;1129695;0;0;1
5,267;1129700;0;0;1
5,268;1129715;1;53;1
5,269;1129723;0;0;1
5,270;1129760;0;30;2
5,271;1129764;0;16;1
5,272;1129776;0;1,181;9
5,273;1129783;0;650;5
5,274;1129801;0;117;2
5,275;1129814;0;16;8
5,276;1129821;0;86;5
5,277;1129851;0;112;3
5,278;1129869;0;39;8
5,279;1129896;0;8;3
5,280;1129912;0;12;1
5,281;1129915;1;1;2
5,282;1129950;0;2;1
5,283;1129963;0;2;6
5,284;1129995;0;2;3
5,285;1130017;0;298;2
5,286;1130025;0;2,068;1
5,287;1130077;0;0;11
5,288;1130080;0;415;3
5,289;1130100;0;42;4
5,290;1130216;0;27;1
5,291;1130240;0;190;3
5,292;1130271;1;33;1
5,293;1130275;1;0;1
5,294;1130289;0;70;6
5,295;1130294;0;83;12
5,296;1130299;0;51;5
5,297;1130308;0;12;1
5,298;1130314;1;35;2
5,299;1130328;0;54;6
5,300;1130332;0;33;2
5,301;1130414;0;19;2
5,302;1130418;0;1,066;2
5,303;1130508;0;0;1
5,304;1130509;0;5;1
5,305;1130512;0;0;2
5,306;1130529;0;560;9
5,307;1130553;0;12;1
5,308;1130588;0;107;10
5,309;1130683;0;163;9
5,310;1130756;0;0;1
5,311;1130763;1;0;1
5,312;1130776;0;19;2
5,313;1130849;0;607;14
5,314;1130866;0;20;1
5,315;1130867;0;2,626;3
5,316;1130868;0;314;3
5,317;1130869;0;18;3
5,318;1130913;0;901;1
5,319;1130935;0;2;7
5,320;1131029;0;942;8
5,321;1131051;0;6;1
5,322;1131068;1;0;2
5,323;1131071;0;0;1
5,324;1131094;0;11;1
5,325;1131132;0;323;5
5,326;1131145;0;13;3
5,327;1131149;0;238;3
5,328;1131159;1;0;3
5,329;1131160;0;2,515;3
5,330;1131161;0;0;1
5,331;1131190;0;797;8
5,332;1131195;0;5;1
5,333;1131207;0;321;4
5,334;1131220;0;19;4
5,335;1131225;0;2;2
5,336;1131237;0;5;2
5,337;1131260;0;2;1
5,338;1131269;0;74;4
5,339;1131274;0;61;4
5,340;1131287;0;180;1
5,341;1131291;0;96;5
5,342;1131307;0;24;7
5,343;1131311;1;55;4
5,344;1131337;1;21;2
5,345;1131341;0;2;2
5,346;1131348;0;19;1
5,347;1131349;0;40;1
5,348;1131363;0;2;1
5,349;1131365;0;296;2
5,350;1131368;0;73;1
5,351;1131373;1;20;1
5,352;1131374;0;6;6
5,353;1131378;0;20;3
5,354;1131380;0;6;3
5,355;1131398;0;2;1
5,356;1131422;0;8;3
5,357;1131433;0;2;2
5,358;1131445;1;112;2
5,359;1131455;0;8;1
5,360;1131458;0;8;2
5,361;1131469;0;223;4
5,362;1131471;0;5;1
5,363;1131474;0;2;2
5,364;1131492;0;2;3
5,365;1131519;0;15;8
5,366;1131523;0;69;6
5,367;1131531;0;312;2
5,368;1131545;0;59;2
5,369;1131549;0;25;13
5,370;1131557;1;2,651;21
5,371;1131568;0;0;1
5,372;1131606;0;75;2
5,373;1131642;0;12;5
5,374;1131644;0;94;2
5,375;1131645;0;6;6
5,376;1131661;0;94;3
5,377;1131667;0;2;3
5,378;1131674;0;43;2
5,379;1131679;0;57;2
5,380;1131681;0;41;1
5,381;1131685;0;49;3
5,382;1131712;0;0;2
5,383;1131734;0;152;5
5,384;1131739;0;2;1
5,385;1131750;0;185;7
5,386;1131786;1;51;4
5,387;1131789;0;0;1
5,388;1131817;0;0;1
5,389;1131818;0;102;1
5,390;1131827;0;84;2
5,391;1131829;0;37;1
5,392;1131836;0;65;14
5,393;1131871;0;10;2
5,394;1131873;0;19;1
5,395;1131896;1;0;1
5,396;1131900;0;29;1
5,397;1131920;0;14;3
5,398;1131925;0;0;1
5,399;1131926;1;0;1
5,400;1131928;0;0;2
5,401;1131929;0;0;1
5,402;1131949;0;450;1
5,403;1131955;0;4;2
5,404;1131969;0;606;13
5,405;1132011;0;57;1
5,406;1132073;0;7;1
5,407;1132090;0;75;5
5,408;1132093;0;94;3
5,409;1132101;0;63;4
5,410;1132130;0;14;3
5,411;1132134;0;5,520;1
5,412;1132139;0;238;1
5,413;1132167;0;0;2
5,414;1132170;0;18;2
5,415;1132230;0;5,520;6
5,416;1132236;0;283;1
5,417;1132278;0;28;3
5,418;1132297;0;97;1
5,419;1132303;1;0;1
5,420;1132312;0;292;9
5,421;1132324;0;174;2
5,422;1132339;0;155;1
5,423;1132377;0;0;1
5,424;1132379;1;159;1
5,425;1132380;1;320;1
5,426;1132381;1;105;4
5,427;1132410;0;11;5
5,428;1132426;0;82;4
5,429;1132438;0;10;5
5,430;1132450;1;22;1
5,431;1132457;0;132;1
5,432;1132468;0;293;4
5,433;1132524;0;141;6
5,434;1132540;1;16;1
5,435;1132550;1;22;1
5,436;1132557;0;829;8
5,437;1132571;0;300;1
5,438;1132582;0;1;2
5,439;1132598;0;300;2
5,440;1132601;0;15;5
5,441;1132612;0;25;2
5,442;1132614;0;219;1
5,443;1132620;0;4;1
5,444;1132623;0;54;1
5,445;1132685;0;24;4
5,446;1132686;1;1;1
5,447;1132869;0;354;15
5,448;1132881;0;2,395;7
5,449;1132911;0;95;4
5,450;1132925;0;107;1
5,451;1132926;1;107;4
5,452;1132942;0;0;1
5,453;1132947;1;0;1
5,454;1132963;0;0;1
5,455;1132997;0;19;2
5,456;1133025;0;0;1
5,457;1133048;1;0;2
5,458;1133158;0;60;9
5,459;1133180;0;4,496;1
5,460;1133186;1;0;3
5,461;1133229;0;2,060;9
5,462;1133265;0;91;4
5,463;1133293;1;747;2
5,464;1133321;0;132;6
5,465;1133400;0;127;4
5,466;1133401;1;56;1
5,467;1133402;0;577;1
5,468;1133523;0;0;1
5,469;1133525;0;11;2
5,470;1133548;0;607;7
5,471;1133581;0;1;1
5,472;1133600;0;30;3
5,473;1133623;0;82;4
5,474;1133634;0;91;4
5,475;1133640;0;2;3
5,476;1133684;0;133;3
5,477;1133726;1;8;2
5,478;1133738;0;16;2
5,479;1133739;0;0;1
5,480;1133740;0;251;5
5,481;1133742;0;23;4
5,482;1133761;0;2;2
5,483;1133782;0;204;17
5,484;1133827;0;109;4
5,485;1133829;0;0;1
5,486;1133842;0;79;1
5,487;1133846;0;20;1
5,488;1133853;0;3,624;2
5,489;1133857;1;31;5
5,490;1133873;0;4;1
5,491;1133881;0;78;3
5,492;1133892;0;137;3
5,493;1133893;0;6;1
5,494;1133894;0;157;1
5,495;1133895;0;53;1
5,496;1133898;1;8;1
5,497;1133900;0;45;3
5,498;1133904;0;9;1
5,499;1133916;0;4;3
5,500;1133918;0;3;2
5,501;1133919;0;109;1
5,502;1133927;0;8;9
5,503;1133947;0;38;2
5,504;1133961;0;150;12
5,505;1133978;0;20;3
5,506;1134014;0;1,461;18
5,507;1134023;0;611;4
5,508;1134035;1;93;1
5,509;1134051;0;91;3
5,510;1134057;0;0;1
5,511;1134062;0;101;7
5,512;1134096;0;0;1
5,513;1134100;0;575;1
5,514;1134117;0;207;10
5,515;1134119;0;4;2
5,516;1134123;0;88;5
5,517;1134125;0;0;1
5,518;1134143;0;0;1
5,519;1134174;0;38;5
5,520;1134181;0;2;2
5,521;1134190;0;4;3
5,522;1134191;0;254;2
5,523;1134222;0;46;1
5,524;1134225;0;15;2
5,525;1134229;1;24;3
5,526;1134233;0;2;1
5,527;1134240;0;497;6
5,528;1134257;0;2;1
5,529;1134303;0;558;4
5,530;1134310;0;414;3
5,531;1134331;0;220;8
5,532;1134347;0;223;5
5,533;1134363;0;146;2
5,534;1134386;1;0;1
5,535;1134390;1;0;1
5,536;1134427;0;140;1
5,537;1134474;0;47;3
5,538;1134486;0;67;2
5,539;1134491;0;108;1
5,540;1134502;0;263;3
5,541;1134522;0;0;1
5,542;1134524;1;179;2
5,543;1134528;0;193;6
5,544;1134539;0;4,828;2
5,545;1134563;0;603;2
5,546;1134568;0;12;1
5,547;1134580;0;46;4
5,548;1134596;0;48;2
5,549;1134598;0;5;2
5,550;1134602;0;0;1
5,551;1134605;0;0;1
5,552;1134611;0;0;1
5,553;1134616;0;2;3
5,554;1134666;1;2;1
5,555;1134673;0;274;3
5,556;1134681;1;2;1
5,557;1134693;0;27;4
5,558;1134696;0;13;4
5,559;1134697;1;0;1
5,560;1134726;0;0;1
5,561;1134770;0;528;6
5,562;1134797;0;14;4
5,563;1134800;0;300;2
5,564;1134811;1;118;6
5,565;1134821;0;450;1
5,566;1134846;0;21;5
5,567;1134929;0;2;2
5,568;1134937;0;18;2
5,569;1134940;0;22;7
5,570;1134948;0;29;2
5,571;1134949;0;135;2
5,572;1134987;0;4;3
5,573;1134998;0;30;2
5,574;1135015;0;63;2
5,575;1135019;1;2;2
5,576;1135208;0;0;1
5,577;1135239;1;2;2
5,578;1135278;0;28;1
5,579;1135284;0;61;3
5,580;1135303;0;1,681;5
5,581;1135315;0;12;10
5,582;1135333;0;210;2
5,583;1135350;0;66;5
5,584;1135374;0;2,913;12
5,585;1135390;0;71;1
5,586;1135398;0;900;8
5,587;1135401;1;2;1
5,588;1135420;0;24;1
5,589;1135428;0;177;6
5,590;1135440;1;0;6
5,591;1135496;1;753;15
5,592;1135515;0;63;4
5,593;1135528;0;401;4
5,594;1135571;1;1,682;5
5,595;1135580;0;349;10
5,596;1135585;1;308;1
5,597;1135589;0;61;8
5,598;1135604;1;172;20
5,599;1135620;0;11;2
5,600;1135637;0;0;1
5,601;1135647;0;0;1
5,602;1135686;1;102;1
5,603;1135743;0;60;4
5,604;1135882;0;127;4
5,605;1135900;0;1,333;1
5,606;1135921;0;2;1
5,607;1135926;1;31;4
5,608;1135949;0;317;3
5,609;1135954;0;4;2
5,610;1135955;0;58;4
5,611;1135963;0;31;2
5,612;1136008;0;8;2
5,613;1136074;0;7,561;13
5,614;1136096;0;746;8
5,615;1136145;0;15;1
5,616;1136183;0;0;1
5,617;1136184;0;6;3
5,618;1136193;0;82;3
5,619;1136198;0;23;3
5,620;1136204;0;3,826;1
5,621;1136229;0;9;1
5,622;1136237;0;161;8
5,623;1136251;0;1,801;1
5,624;1136262;0;6;3
5,625;1136320;0;166;3
5,626;1136322;1;37;2
5,627;1136323;0;19;2
5,628;1136324;0;576;1
5,629;1136326;0;106;4
5,630;1136345;0;134;3
5,631;1136363;0;8;2
5,632;1136364;0;34;2
5,633;1136366;0;48;6
5,634;1136370;0;23;3
5,635;1136397;0;11;2
5,636;1136401;0;74;17
5,637;1136457;0;26;3
5,638;1136462;0;45;8
5,639;1136503;1;541;1
5,640;1136505;0;9;2
5,641;1136507;1;2;7
5,642;1136508;0;394;1
5,643;1136509;0;471;7
5,644;1136510;1;15;3
5,645;1136512;1;15;3
5,646;1136513;1;15;3
5,647;1136519;1;8;2
5,648;1136524;0;34;1
5,649;1136527;0;40;2
5,650;1136530;0;0;1
5,651;1136541;0;75;15
5,652;1136543;0;12;1
5,653;1136546;0;6;3
5,654;1136550;0;0;1
5,655;1136551;0;552;4
5,656;1136561;0;51;8
5,657;1136574;0;358;16
5,658;1136624;0;13;1
5,659;1136641;0;7;2
5,660;1136659;0;21;6
5,661;1136679;0;4,217;2
5,662;1136692;0;39;2
5,663;1136709;0;37;9
5,664;1136722;0;246;5
5,665;1136727;0;205;7
5,666;1136735;0;9;2
5,667;1136761;0;62;2
5,668;1136762;0;216;3
5,669;1136770;0;0;1
5,670;1136779;0;17;2
5,671;1136787;0;16;2
5,672;1136788;0;0;2
5,673;1136792;0;290;9
5,674;1136794;1;552;12
5,675;1136796;0;30;2
5,676;1136813;0;695;7
5,677;1136839;0;38;2
5,678;1136844;0;43;6
5,679;1136867;0;4;4
5,680;1136881;0;2,307;1
5,681;1136882;0;81;3
5,682;1136894;0;113;7
5,683;1136908;0;115;8
5,684;1136924;0;428;10
5,685;1136937;0;28;6
5,686;1136945;0;68;4
5,687;1136946;0;43;2
5,688;1136949;1;0;1
5,689;1136983;0;0;1
5,690;1136986;0;0;1
5,691;1136989;0;126;7
5,692;1136993;0;0;1
5,693;1137008;0;28;5
5,694;1137016;0;0;1
5,695;1137020;0;0;11
5,696;1137023;0;266;1
5,697;1137038;0;0;1
5,698;1137115;0;65;4
5,699;1137126;0;2;1
5,700;1137143;0;38;1
5,701;1137146;1;0;3
5,702;1137161;0;30;4
5,703;1137169;0;14;3
5,704;1137203;0;46;6
5,705;1137214;0;20;4
5,706;1137219;0;197;6
5,707;1137225;0;8;2
5,708;1137245;0;42;3
5,709;1137349;0;0;1
5,710;1137365;0;121;5
5,711;1137379;0;384;1
5,712;1137380;0;33;1
5,713;1137382;1;182;1
5,714;1137405;0;477;9
5,715;1137413;0;649;2
5,716;1137436;1;998;1
5,717;1137439;0;180;5
5,718;1137455;0;96;2
5,719;1137465;0;184;11
5,720;1137487;1;22;2
5,721;1137513;1;898;2
5,722;1137522;1;0;1
5,723;1137526;0;0;3
5,724;1137543;0;20;5
5,725;1137548;0;36;2
5,726;1137559;0;15;6
5,727;1137603;0;22;3
5,728;1137607;0;118;3
5,729;1137642;0;154;10
5,730;1137665;1;419;2
5,731;1137666;0;31;1
5,732;1137685;0;82;3
5,733;1137694;0;553;3
5,734;1137702;0;104;6
5,735;1137704;0;0;1
5,736;1137715;0;201;6
5,737;1137724;0;11;3
5,738;1137796;0;17;5
5,739;1137848;0;644;1
5,740;1137862;0;76;4
5,741;1137875;0;18;3
5,742;1138000;1;484;9
5,743;1138005;0;0;2
5,744;1138019;1;47;3
5,745;1138072;1;244;3
5,746;1138106;0;59;2
5,747;1138113;0;4;2
5,748;1138129;1;0;1
5,749;1138132;0;0;1
5,750;1138165;0;2;2
5,751;1138191;1;112;4
5,752;1138193;0;380;1
5,753;1138221;0;42;1
5,754;1138223;0;905;5
5,755;1138238;0;7;4
5,756;1138394;0;158;2
5,757;1138396;0;111;5
5,758;1138399;0;2,116;6
5,759;1138404;0;27;2
5,760;1138413;0;19;1
5,761;1138433;0;276;1
5,762;1138448;0;79;2
5,763;1138482;0;9;3
5,764;1138490;0;109;5
5,765;1138508;0;26;3
5,766;1138533;0;215;8
5,767;1138536;0;19;2
5,768;1138539;0;18;5
5,769;1138543;0;2;3
5,770;1138550;0;26;1
5,771;1138562;0;2;2
5,772;1138579;0;5;4
5,773;1138581;0;14;2
5,774;1138582;0;5;4
5,775;1138583;1;24;4
5,776;1138595;0;22;2
5,777;1138601;0;0;1
5,778;1138606;0;173;6
5,779;1138608;0;18;3
5,780;1138609;0;15;3
5,781;1138611;0;3;3
5,782;1138617;0;501;8
5,783;1138622;0;4;2
5,784;1138625;0;2;3
5,785;1138627;0;47;4
5,786;1138629;0;0;1
5,787;1138630;0;107;3
5,788;1138632;0;347;10
5,789;1138640;0;57;4
5,790;1138643;0;29;3
5,791;1138644;0;36;3
5,792;1138647;0;441;16
5,793;1138685;0;0;1
5,794;1138695;0;259;2
5,795;1138699;0;0;1
5,796;1138700;0;53;5
5,797;1138705;1;0;2
5,798;1138709;0;24;2
5,799;1138717;0;10;1
5,800;1138736;0;81;3
5,801;1138749;0;875;6
5,802;1138754;0;0;1
5,803;1138755;0;0;1
5,804;1138761;0;13;2
5,805;1138773;0;0;1
5,806;1138793;0;1,014;16
5,807;1138798;0;275;7
5,808;1138912;0;563;2
5,809;1138922;0;0;1
5,810;1139005;0;467;6
5,811;1139007;0;870;5
5,812;1139009;0;159;4
5,813;1139035;1;495;5
5,814;1139107;0;0;1
5,815;1139144;0;0;2
5,816;1139164;0;35;1
5,817;1139171;0;0;1
5,818;1139190;0;1,241;9
5,819;1139194;0;6;3
5,820;1139207;0;220;7
5,821;1139232;0;0;1
5,822;1139241;1;4;2
5,823;1139321;0;0;2
5,824;1139323;0;39;3
5,825;1139326;0;180;2
5,826;1139347;0;170;2
5,827;1139355;0;4;5
5,828;1139373;0;0;5
5,829;1139421;1;107;1
5,830;1139422;1;289;7
5,831;1139449;0;34;2
5,832;1139469;1;0;1
5,833;1139473;0;0;1
5,834;1139490;1;456;5
5,835;1139502;1;151;3
5,836;1139550;0;0;1
5,837;1139575;1;141;1
5,838;1139580;1;136;4
5,839;1139591;0;134;3
5,840;1139609;0;3;3
5,841;1139615;0;10;2
5,842;1139619;0;71;2
5,843;1139632;0;11;1
5,844;1139637;1;190;1
5,845;1139639;0;0;1
5,846;1139643;0;0;1
5,847;1139669;0;53;6
5,848;1139697;0;24;3
5,849;1139699;0;2;2
5,850;1139710;0;20;3
5,851;1139717;0;90;7
5,852;1139777;0;18;5
5,853;1139786;0;60;1
5,854;1139787;0;64;3
5,855;1139816;0;4;2
5,856;1139847;0;45;2
5,857;1139869;1;123;6
5,858;1139885;0;11;6
5,859;1139901;0;0;1
5,860;1139906;0;238;6
5,861;1139926;1;696;2
5,862;1139927;0;306;2
5,863;1139949;0;3;4
5,864;1139973;0;25;3
5,865;1139982;0;30;3
5,866;1140020;0;572;5
5,867;1140032;1;289;1
5,868;1140042;0;456;2
5,869;1140046;0;172;6
5,870;1140052;0;755;4
5,871;1140057;0;526;7
5,872;1140058;0;136;3
5,873;1140061;0;112;2
5,874;1140062;0;294;4
5,875;1140063;0;108;5
5,876;1140092;1;60;1
5,877;1140135;0;145;18
5,878;1140159;0;925;4
5,879;1140165;0;54;4
5,880;1140173;0;15;4
5,881;1140187;0;6;3
5,882;1140249;0;723;12
5,883;1140283;0;581;3
5,884;1140304;0;2,096;2
5,885;1140400;0;42;3
5,886;1140411;1;0;1
5,887;1140417;0;23;2
5,888;1140426;0;68;8
5,889;1140429;0;337;14
5,890;1140443;0;1,164;6
5,891;1140521;1;49;6
5,892;1140532;1;1,011;18
5,893;1140583;0;0;1
5,894;1140587;0;2;2
5,895;1140589;1;0;1
5,896;1140622;0;284;5
5,897;1140668;0;0;1
5,898;1140692;0;4;6
5,899;1140694;0;32;2
5,900;1140709;0;42;5
5,901;1140712;0;539;6
5,902;1140726;1;28;5
5,903;1140733;0;2;3
5,904;1140734;0;1,126;13
5,905;1140740;0;187;5
5,906;1140786;0;359;9
5,907;1140827;0;114;1
5,908;1140848;1;495;1
5,909;1140856;0;479;5
5,910;1140879;0;7;2
5,911;1140880;0;60;2
5,912;1140903;0;1,373;2
5,913;1140933;1;82;5
5,914;1140966;0;92;5
5,915;1141010;0;0;1
5,916;1141014;0;0;1
5,917;1141025;0;151;4
5,918;1141118;0;729;9
5,919;1141121;1;0;1
5,920;1141122;1;0;1
5,921;1141158;1;0;1
5,922;1141167;0;14;2
5,923;1141180;1;2,078;1
5,924;1141210;0;126;2
5,925;1141229;0;176;6
5,926;1141230;0;231;6
5,927;1141247;0;501;3
5,928;1141263;0;2;3
5,929;1141278;0;6,246;3
5,930;1141318;0;54;3
5,931;1141320;0;30;2
5,932;1141330;0;33;2
5,933;1141334;0;9;2
5,934;1141337;0;60;5
5,935;1141339;0;3;3
5,936;1141348;0;184;4
5,937;1141363;0;116;2
5,938;1141379;0;2;2
5,939;1141448;0;82;2
5,940;1141462;1;433;1
5,941;1141504;0;108;15
5,942;1141510;0;6,400;2
5,943;1141521;1;0;1
5,944;1141522;1;0;1
5,945;1141558;0;11;3
5,946;1141567;0;326;5
5,947;1141584;0;11;2
5,948;1141587;0;369;1
5,949;1141661;0;2;1
5,950;1141678;0;10;4
5,951;1141681;0;531;5
5,952;1141685;0;31;6
5,953;1141688;0;2;3
5,954;1141724;0;51;3
5,955;1141764;0;4;2
5,956;1141777;1;15;5
5,957;1141792;0;54;4
5,958;1141807;0;0;1
5,959;1141809;0;3;11
5,960;1141829;0;26;2
5,961;1141843;0;1,077;8
5,962;1141849;0;1;2
5,963;1141872;0;9;3
5,964;1141873;0;0;2
5,965;1141875;1;0;1
5,966;1141904;0;20;6
5,967;1141905;0;38;4
5,968;1141942;0;10;7
5,969;1141950;0;416;12
5,970;1141959;0;12;1
5,971;1141967;0;161;4
5,972;1141978;0;1,612;4
5,973;1142006;0;4;4
5,974;1142009;0;110;2
5,975;1142023;0;322;6
5,976;1142030;0;18;2
5,977;1142031;0;10;2
5,978;1142049;0;14;2
5,979;1142058;0;38;8
5,980;1142062;0;215;7
5,981;1142077;0;0;1
5,982;1142080;0;0;1
5,983;1142083;0;0;1
5,984;1142098;0;228;6
5,985;1142114;0;25;2
5,986;1142146;0;68;6
5,987;1142165;0;1;4
5,988;1142190;1;130;11
