ROWNUM;CHANGEID;IFABANDONED;LOC;NUMVERSIONS
402;1004977;1;242;6
403;1005058;0;88;1
404;1005066;1;0;4
405;1005072;1;7;2
406;1005074;0;185;4
407;1005085;0;0;2
408;1005093;1;118;2
409;1005110;0;21;3
410;1005142;1;7;1
411;1005155;0;8;2
412;1005168;0;124;2
413;1005198;0;150;12
414;1005226;0;764;1
415;1005270;0;13;3
416;1005291;0;49;3
417;1005296;0;64;2
418;1005309;1;120;1
419;1005316;0;120;1
420;1005356;0;520;3
421;1005380;0;25;3
422;1005402;0;21;2
423;1005420;0;22;4
424;1005467;0;41;2
425;1005468;0;98;2
426;1005490;0;21;3
427;1005511;0;4;2
428;1005517;0;4;2
429;1005521;0;17;2
430;1005524;0;10;2
431;1005540;0;0;1
432;1005576;1;36;1
433;1005581;1;36;1
434;1005603;0;5;2
435;1005631;0;7;5
436;1005645;1;0;1
437;1005657;0;155;5
438;1005682;1;38;1
439;1005707;0;22;2
440;1005755;0;246;2
441;1005808;0;185;2
442;1005879;0;0;1
443;1005948;0;0;1
444;1005952;1;0;1
445;1005957;0;123;2
446;1005963;0;2;3
447;1005965;0;36;3
448;1005971;0;143;2
449;1005980;0;58;2
450;1006004;1;3,452;1
451;1006005;0;0;1
452;1006008;0;0;1
453;1006021;0;3;1
454;1006024;1;0;1
455;1006042;0;12;2
456;1006052;0;2;2
457;1006055;0;87;1
458;1006066;0;177;5
459;1006074;0;197;3
460;1006079;1;407;1
461;1006106;0;312;4
462;1006114;0;155;8
463;1006116;0;4;2
464;1006131;0;2;2
465;1006132;0;248;2
466;1006133;0;358;2
467;1006158;0;13;2
468;1006187;0;2,458;10
469;1006198;0;32;2
470;1006199;0;94;3
471;1006223;0;1,614;2
472;1006242;1;299;3
473;1006279;0;226;3
474;1006287;0;22;4
475;1006303;0;47;6
476;1006305;1;1,481;1
477;1006312;0;2;2
478;1006321;0;0;1
479;1006335;0;2;3
480;1006347;0;8;2
481;1006361;0;2;3
482;1006365;0;0;1
483;1006374;1;366;1
484;1006397;0;8;2
485;1006415;1;37;1
486;1006420;0;20;2
487;1006435;0;83;4
488;1006453;0;19;2
489;1006455;0;0;1
490;1006463;1;0;1
491;1006491;0;3,452;1
492;1006513;0;0;1
493;1006516;1;0;1
494;1006565;0;0;1
495;1006594;0;165;4
496;1006620;0;8;3
497;1006624;0;3;2
498;1006632;0;30;3
499;1006640;0;0;2
500;1006655;0;30;1
501;1006686;0;43;1
502;1006710;0;0;1
503;1006736;0;372;7
504;1006768;0;74;1
505;1006775;0;0;3
506;1006776;0;3;1
507;1006780;0;79;3
508;1006793;0;40;3
509;1006798;0;118;1
510;1006803;0;3;2
511;1006804;1;5,616;1
512;1006806;0;48;2
513;1006848;0;0;1
514;1006897;0;3;2
515;1006916;0;97;3
516;1006976;0;8;2
517;1006983;0;152;2
518;1006995;0;2;2
519;1007002;1;105;4
520;1007045;0;19;2
521;1007053;1;95;2
522;1007057;0;6;2
523;1007062;0;11;2
524;1007065;1;0;1
525;1007134;0;336;3
526;1007135;0;20;4
527;1007151;0;0;1
528;1007155;0;18;1
529;1007174;0;270;1
530;1007178;0;205;5
531;1007233;0;36;3
532;1007236;0;8;2
533;1007284;0;1;1
534;1007297;0;22;5
535;1007299;0;4;5
536;1007336;1;24;1
537;1007368;0;24;1
538;1007372;0;118;1
539;1007373;0;0;1
540;1007382;0;3;3
541;1007393;0;7;2
542;1007404;0;0;1
543;1007432;0;106;8
544;1007435;0;7;1
545;1007439;1;7;2
546;1007443;0;16;2
547;1007460;1;2;1
548;1007464;0;26;2
549;1007470;0;441;1
550;1007474;0;2,946;4
551;1007475;0;2;1
552;1007510;0;45;2
553;1007514;0;12;2
554;1007519;0;2;3
555;1007528;1;84;3
556;1007533;0;5;2
557;1007535;0;53;2
558;1007537;1;0;2
559;1007555;0;195;1
560;1007556;0;167;1
561;1007563;0;185;1
562;1007598;0;159;3
563;1007693;1;7;1
564;1007701;0;4;2
565;1007727;1;2,131;3
566;1007733;0;1,216;7
567;1007773;0;2;1
568;1007794;0;3;3
569;1007830;0;2,649;1
570;1007840;0;8;1
571;1007849;0;6,581;3
572;1007870;1;10;1
573;1007883;0;125;2
574;1007920;1;130;5
575;1007925;0;34;6
576;1007942;1;5;1
577;1007947;0;11;2
578;1007950;1;177;1
579;1007984;0;31;3
580;1008097;0;11;2
581;1008104;0;69;6
582;1008120;1;646;3
583;1008139;0;188;3
584;1008142;0;0;1
585;1008162;0;5;2
586;1008185;0;3;1
587;1008230;0;20;2
588;1008231;0;12;2
589;1008237;0;11;3
590;1008252;0;14;1
591;1008257;0;284;4
592;1008295;0;27;1
593;1008301;1;0;1
594;1008304;1;0;1
595;1008322;1;0;1
596;1008324;0;20;1
597;1008327;0;9;4
598;1008357;0;0;1
599;1008377;0;2;1
600;1008388;1;4;1
601;1008404;0;4;3
602;1008410;0;0;1
603;1008412;1;0;1
604;1008416;0;2;1
605;1008420;0;0;1
606;1008433;0;503;2
607;1008435;0;3;1
608;1008441;1;27;3
609;1008448;0;282;2
610;1008452;1;9;1
611;1008462;0;606;6
612;1008472;0;2;1
613;1008498;0;4;6
614;1008511;0;2;2
615;1008516;0;185;3
616;1008522;0;108;2
617;1008553;0;5,463;1
618;1008557;0;1;1
619;1008573;0;27;1
620;1008584;0;23;1
621;1008585;1;6,101;1
622;1008596;0;1;2
623;1008599;0;2;1
624;1008610;0;2;1
625;1008615;0;2;1
626;1008633;0;2;1
627;1008634;1;57;2
628;1008635;0;195;5
629;1008637;0;43;2
630;1008638;0;6,092;1
631;1008640;0;2;3
632;1008643;0;0;2
633;1008647;0;28;1
634;1008648;0;23;1
635;1008651;0;11;2
636;1008662;0;68;2
637;1008663;0;2;2
638;1008666;0;2;1
639;1008703;0;115;5
640;1008709;0;91;1
641;1008730;0;40;1
642;1008742;0;0;2
643;1008750;1;32;1
644;1008752;0;52;2
645;1008754;0;32;1
646;1008768;0;0;2
647;1008780;0;6;1
648;1008788;0;90;1
649;1008802;0;116;1
650;1008803;0;8;1
651;1008825;0;136;2
652;1008831;1;5;2
653;1008833;0;13;3
654;1008847;0;2;3
655;1008859;1;615;3
656;1008866;0;133;6
657;1008874;0;67;2
658;1008878;0;2;3
659;1008882;0;727;1
660;1008896;1;2,239;1
661;1008908;1;52;15
662;1008921;1;158;6
663;1008935;1;13;2
664;1008936;0;2,602;4
665;1008953;1;12;1
666;1008958;0;5;3
667;1008969;0;442;2
668;1008990;0;95;2
669;1008993;0;2,162;1
670;1008994;1;20;2
671;1008996;0;0;2
672;1009003;0;90;2
673;1009006;0;0;4
674;1009009;0;32;2
675;1009057;1;784;1
676;1009058;1;55;1
677;1009059;1;59;1
678;1009062;1;156;1
679;1009063;1;784;1
680;1009064;1;784;1
681;1009067;1;784;1
682;1009071;0;782;3
683;1009077;0;55;1
684;1009078;0;59;1
685;1009080;0;156;1
686;1009086;0;91;3
687;1009103;1;12;4
688;1009115;0;71;1
689;1009119;0;194;2
690;1009146;1;20;1
691;1009149;0;17;2
692;1009170;0;2;5
693;1009171;0;26;3
694;1009178;0;31;2
695;1009189;0;973;1
696;1009196;0;373;1
697;1009210;1;64;7
698;1009224;1;299;1
699;1009225;1;20;3
700;1009228;0;32;7
701;1009234;0;0;1
702;1009265;0;299;1
703;1009272;0;12;1
704;1009289;0;29;1
705;1009299;0;14;3
706;1009302;1;0;2
707;1009330;0;0;1
708;1009344;0;5;1
709;1009389;0;1,062;6
710;1009401;0;239;1
711;1009407;1;101;3
712;1009411;0;492;2
713;1009434;0;0;2
714;1009444;0;673;1
715;1009461;0;24;1
716;1009462;0;44;1
717;1009470;0;2;2
718;1009490;0;18;1
719;1009491;0;244;2
720;1009492;0;12;4
721;1009500;1;14;1
722;1009512;0;4;1
723;1009517;0;7;5
724;1009554;0;463;3
725;1009561;0;56;1
726;1009568;0;5;1
727;1009574;0;30;1
728;1009592;0;7;1
729;1009612;0;1,018;7
730;1009614;0;12;2
731;1009619;1;4;2
732;1009630;0;13;3
733;1009655;0;17;5
734;1009671;1;27;1
735;1009672;1;27;2
736;1009673;0;9;1
737;1009675;0;193;2
738;1009695;0;27;1
739;1009697;1;13;4
740;1009698;0;870;42
741;1009703;1;8;2
742;1009707;0;159;1
743;1009736;1;27;2
744;1009744;0;10;1
745;1009752;0;8;3
746;1009761;0;495;3
747;1009774;0;2,602;1
748;1009801;0;148;1
749;1009802;0;12;1
750;1009805;1;32;3
751;1009816;1;4;2
752;1009823;0;947;8
753;1009859;0;19;4
754;1009861;0;55;4
755;1009897;0;4;2
756;1009912;0;641;21
757;1009938;0;0;1
758;1009950;0;40;1
759;1009955;0;17;1
760;1009980;0;3;1
761;1009986;0;116;2
762;1010006;0;0;1
763;1010013;1;19;2
764;1010023;0;2;1
765;1010028;0;4;2
766;1010049;0;65;1
767;1010051;1;0;1
768;1010116;0;8;2
769;1010168;0;8;7
770;1010175;0;197;1
771;1010183;0;104;2
772;1010220;0;24;4
773;1010250;0;17;1
774;1010288;0;0;1
775;1010302;0;219;4
776;1010331;0;3;1
777;1010385;0;32;3
778;1010404;0;0;1
779;1010414;0;0;1
780;1010525;0;3;1
781;1010582;0;33;3
782;1010593;0;51;1
783;1010628;0;118;4
784;1010655;0;32;1
785;1010667;0;2;3
786;1010668;0;11;3
787;1010821;1;1,287;4
788;1010870;1;29;1
789;1010876;0;88;2
790;1010900;1;0;1
791;1010934;0;8;1
792;1010966;0;163;2
793;1010985;1;14;1
794;1010994;0;43;1
795;1010997;1;4;1
796;1010998;0;427;1
797;1010999;0;8;1
798;1011016;0;248;1
799;1011026;0;44;2
800;1011031;0;104;1
801;1011037;0;5;1
802;1011050;0;34;2
803;1011058;0;5;2
804;1011073;0;0;1
805;1011089;1;2;1
806;1011148;0;24;2
807;1011154;0;7;7
808;1011168;0;77;1
809;1011169;0;93;3
810;1011181;0;10;2
811;1011183;0;8;3
812;1011184;0;65;2
813;1011225;0;2;14
814;1011226;0;11;1
815;1011244;0;316;5
816;1011249;0;163;1
817;1011252;0;163;1
818;1011253;0;110;4
819;1011304;0;75;1
820;1011311;0;24;2
821;1011312;0;174;2
822;1011316;0;15;1
823;1011331;0;18;1
824;1011339;0;4;1
825;1011342;0;267;7
826;1011349;0;4;1
827;1011366;0;13;1
828;1011374;0;45;3
829;1011406;0;15;1
830;1011413;0;4;2
831;1011446;0;59;2
832;1011469;0;3;2
833;1011475;0;1,978;3
834;1011476;0;289;1
835;1011536;0;23;2
836;1011575;0;206;1
837;1011607;0;0;1
838;1011628;1;31;1
839;1011637;0;78;2
840;1011641;0;32;5
841;1011651;0;75;2
842;1011672;0;29;1
843;1011677;0;121;10
844;1011724;0;0;1
845;1011744;1;0;1
846;1011753;0;15;2
847;1011756;0;22;2
848;1011760;0;73;3
849;1011787;0;166;3
850;1011844;0;37;1
851;1011848;1;11;2
852;1011851;0;376;2
853;1011870;1;0;2
854;1011883;0;161;2
855;1011937;1;93;1
856;1011959;1;2,096;1
857;1011995;0;85;1
858;1012009;0;17;3
859;1012046;0;4;1
860;1012055;0;7;3
861;1012056;0;223;2
862;1012080;1;2;2
863;1012089;0;3;2
864;1012103;0;170;1
865;1012128;0;2;1
866;1012146;0;9;1
867;1012147;0;218;2
868;1012155;0;78;4
869;1012161;1;14;4
870;1012171;0;22;2
871;1012200;0;96;6
872;1012205;0;2;2
873;1012240;0;5;2
874;1012265;0;586;1
875;1012266;0;12;1
876;1012270;0;259;2
877;1012275;1;2;1
878;1012286;0;29;1
879;1012309;0;265;1
880;1012322;0;0;1
881;1012338;0;0;1
882;1012358;0;4;2
883;1012365;0;43;1
884;1012372;0;7;2
885;1012373;0;580;2
886;1012381;0;2;3
887;1012392;0;0;1
888;1012397;0;16;1
889;1012407;1;0;1
890;1012430;0;104;1
891;1012432;0;18;4
892;1012456;0;11;2
893;1012457;0;7;2
894;1012465;1;2;1
895;1012466;1;30;1
896;1012506;1;33;1
897;1012524;0;6;1
898;1012567;0;1,432;2
899;1012573;0;225;9
900;1012604;0;72;2
901;1012617;0;0;1
902;1012618;0;16;1
903;1012619;1;0;1
904;1012637;0;0;1
905;1012672;0;10;1
906;1012713;0;61;2
907;1012714;0;420;3
908;1012715;1;593;9
909;1012716;1;162;3
910;1012719;0;8;1
911;1012720;0;41;1
912;1012722;0;168;1
913;1012724;0;1,889;4
914;1012731;0;163;5
915;1012733;0;53;2
916;1012742;0;2;1
917;1012753;0;4,315;4
918;1012755;1;226;1
919;1012756;1;226;1
920;1012765;1;26;1
921;1012767;1;0;1
922;1012769;0;12;1
923;1012773;1;11;1
924;1012777;1;29;8
925;1012783;0;136;2
926;1012793;0;4;1
927;1012794;0;6;6
928;1012801;0;197;4
929;1012813;1;66;2
930;1012834;1;2;1
931;1012840;1;57;6
932;1012866;1;50;1
933;1012881;0;70;2
934;1012883;0;56;1
935;1012890;1;70;2
936;1012897;0;36;1
937;1012898;0;1;2
938;1012905;0;12;2
939;1012908;0;4;2
940;1012912;0;4;1
941;1012917;0;8;1
942;1012920;0;131;1
943;1012921;0;0;1
944;1012923;1;131;1
945;1012999;0;27;3
946;1013001;1;54;2
947;1013042;0;2;1
948;1013056;0;6;1
949;1013071;0;96;3
950;1013096;0;266;1
951;1013116;0;8;3
952;1013124;1;0;2
953;1013167;0;62;2
954;1013200;0;96;1
955;1013218;0;1;1
956;1013227;0;2;1
957;1013268;0;24;3
958;1013297;0;0;1
959;1013317;0;155;4
960;1013328;0;25;3
961;1013344;0;10;1
962;1013351;0;0;2
963;1013362;0;98;2
964;1013363;0;35;2
965;1013375;1;17;7
966;1013389;0;35;1
967;1013393;0;0;1
968;1013436;0;130;3
969;1013453;0;61;1
970;1013462;0;81;1
971;1013464;0;36;5
972;1013468;0;852;2
973;1013494;0;12;1
974;1013507;0;30;2
975;1013534;0;18;1
976;1013595;0;155;2
977;1013599;0;4;1
978;1013642;0;161;1
979;1013670;0;99;1
980;1013747;0;6;1
981;1013762;0;71;2
982;1013769;0;48;1
983;1013803;0;10;2
984;1013832;0;9;1
985;1013838;0;129;1
986;1013841;0;48;8
987;1013862;0;0;1
988;1013863;0;0;1
989;1013867;1;2;2
990;1013876;0;180;1
991;1013896;0;27;1
992;1013923;0;0;1
993;1013973;0;43;2
994;1014012;0;2;3
995;1014042;0;33;1
996;1014097;0;16;2
997;1014120;0;2;1
998;1014124;0;25;1
999;1014136;0;81;1
1,000;1014141;0;20;1
1,001;1014152;0;0;2
1,002;1014172;0;0;1
1,003;1014215;0;6;2
1,004;1014232;0;30;1
1,005;1014275;0;3;1
1,006;1014276;0;12;2
1,007;1015135;1;0;1
1,008;1015166;0;110;2
1,009;1015361;0;4;2
1,010;1015368;0;4;2
1,011;1015387;0;0;1
1,012;1015389;0;0;1
1,013;1015396;1;0;1
1,014;1015397;1;0;1
1,015;1015470;0;16;2
1,016;1015495;0;2;1
1,017;1015504;0;71;1
1,018;1015513;0;43;3
1,019;1015520;0;0;2
1,020;1015559;1;139;1
1,021;1015575;1;24;4
1,022;1015576;0;28;3
1,023;1015581;1;177;3
1,024;1015589;0;22;4
1,025;1015590;0;232;7
1,026;1015591;0;12;7
1,027;1015592;0;1,616;8
1,028;1015593;0;86;9
1,029;1015594;0;65;10
1,030;1015596;0;8;1
1,031;1015597;0;119;2
1,032;1015600;0;0;1
1,033;1015605;0;14;2
1,034;1015607;0;3;1
1,035;1015611;0;1;1
1,036;1015617;0;0;1
1,037;1015623;0;26;2
1,038;1015624;1;1,243;3
1,039;1015637;1;0;1
1,040;1015638;0;365;1
1,041;1015652;0;1,563;2
1,042;1015658;1;0;1
1,043;1015694;0;3,315;5
1,044;1015708;0;2,104;3
1,045;1015722;1;0;1
1,046;1015723;0;0;2
1,047;1015799;1;1,168;3
1,048;1015804;0;5,020;3
1,049;1015902;0;0;1
1,050;1015911;0;0;1
1,051;1015923;0;0;1
1,052;1015941;0;4;2
1,053;1015944;0;1;2
1,054;1015964;0;29;2
1,055;1015990;0;50;2
1,056;1016001;0;4;2
1,057;1016053;0;21;2
1,058;1016114;1;6;1
1,059;1016125;0;0;1
1,060;1016149;0;165;2
1,061;1016183;0;8;5
1,062;1016184;0;2;1
1,063;1016191;0;0;3
1,064;1016292;0;165;2
1,065;1016333;0;122;5
1,066;1016375;0;2;1
1,067;1016400;0;198;1
1,068;1016409;0;16;1
1,069;1016434;0;47;1
1,070;1016437;1;3,943;1
1,071;1016445;0;825;4
1,072;1016482;1;0;1
1,073;1016505;0;32;2
1,074;1016509;0;0;1
1,075;1016553;0;123;9
1,076;1016564;0;54;2
1,077;1016565;0;16;2
1,078;1016579;0;6;1
1,079;1016611;0;2;2
1,080;1016630;0;299;3
1,081;1016698;0;2;2
1,082;1016705;1;3,943;1
1,083;1016761;0;951;5
1,084;1016767;0;63;2
1,085;1016794;0;982;1
1,086;1016799;0;129;1
1,087;1016934;0;13;1
1,088;1017015;0;14;2
1,089;1017020;0;2;2
1,090;1017052;0;42;2
1,091;1017069;1;229;3
1,092;1017111;0;1;1
1,093;1017121;1;0;1
1,094;1017130;0;0;1
1,095;1017131;0;0;1
1,096;1017152;0;2;1
1,097;1017156;0;892;1
1,098;1017190;0;2;1
1,099;1017192;1;48;1
1,100;1017203;0;26;1
1,101;1017351;0;33;2
1,102;1017356;0;0;1
1,103;1017359;0;0;1
1,104;1017374;1;0;1
1,105;1017380;0;22;2
1,106;1017428;0;27;2
1,107;1017440;0;4;2
1,108;1017447;0;59;4
1,109;1017470;0;702;1
1,110;1017498;0;86;1
1,111;1017511;0;8;4
1,112;1017512;0;9;1
1,113;1017516;0;28;4
1,114;1017518;0;8;1
1,115;1017540;0;15;7
1,116;1017550;0;114;6
1,117;1017570;1;366;6
1,118;1017587;1;28;1
1,119;1017615;0;11;2
1,120;1017618;0;2,080;1
1,121;1017619;0;160;1
1,122;1017620;0;593;1
1,123;1017624;0;37;3
1,124;1017626;0;1;1
1,125;1017647;0;21;4
