ROWNUM;CHANGEID;IFABANDONED;LOC;NUMVERSIONS
20,243;913247;1;0;2
20,244;913252;0;7;2
20,245;913255;0;171;5
20,246;913256;0;8;6
20,247;913258;0;3;3
20,248;913259;0;0;1
20,249;913260;0;0;1
20,250;913262;0;149;5
20,251;913265;0;0;2
20,252;913271;0;42;3
20,253;913278;0;701;9
20,254;913297;1;0;2
20,255;913302;0;0;1
20,256;913304;0;0;1
20,257;913323;0;0;2
20,258;913331;0;0;1
20,259;913335;1;12;2
20,260;913349;0;96;1
20,261;913353;0;92;6
20,262;913354;0;33;1
20,263;913363;0;92;2
20,264;913378;1;12;1
20,265;913380;0;0;1
20,266;913381;1;122;1
20,267;913461;0;0;2
20,268;913468;0;85;2
20,269;913511;1;30;2
20,270;913522;0;12;7
20,271;913570;1;0;1
20,272;913575;0;6;1
20,273;913576;0;6;1
20,274;913596;0;160;1
20,275;913600;0;142;3
20,276;913620;1;0;2
20,277;913641;0;9;2
20,278;913646;1;38;6
20,279;913671;0;22;2
20,280;913672;1;684;8
20,281;913702;0;41;3
20,282;913722;1;6;1
20,283;913738;0;0;1
20,284;913757;1;22;1
20,285;913758;1;0;1
20,286;913772;0;2;3
20,287;913794;0;16;1
20,288;913823;0;72;4
20,289;913833;0;82;15
20,290;913836;0;9;3
20,291;913842;0;266;2
20,292;913845;1;665;2
20,293;913903;0;15;4
20,294;913904;1;324;2
20,295;913940;0;6;3
20,296;913965;1;0;1
20,297;913967;0;9;5
20,298;913970;1;94;1
20,299;913978;0;112;1
20,300;913996;0;1,268;2
20,301;914002;0;0;1
20,302;914070;0;33;2
20,303;914080;0;653;6
20,304;914081;0;514;13
20,305;914112;0;16;2
20,306;914130;1;22;1
20,307;914142;1;25;4
20,308;914154;0;12;6
20,309;914162;0;143;9
20,310;914182;0;6;2
20,311;914196;0;322;10
20,312;914197;0;342;13
20,313;914212;1;1,713;1
20,314;914232;0;22;1
20,315;914272;1;4;6
20,316;914330;0;21;4
20,317;914358;0;265;2
20,318;914365;0;2;3
20,319;914370;0;0;1
20,320;914381;0;470;2
20,321;914413;0;101;2
20,322;914417;1;5;1
20,323;914421;0;43;3
20,324;914429;1;23;1
20,325;914473;1;3,130;8
20,326;914501;0;31;4
20,327;914596;0;0;1
20,328;914597;0;16;2
20,329;914617;1;134;7
20,330;914633;0;134;6
20,331;914674;0;22;2
20,332;914699;0;71;6
20,333;914703;1;551;8
20,334;914803;0;134;6
20,335;914819;0;281;5
20,336;914942;0;0;1
20,337;915037;0;21;5
20,338;915067;0;176;3
20,339;915092;0;316;2
20,340;915093;1;0;1
20,341;915095;1;6;1
20,342;915099;1;122;1
20,343;915101;1;5;1
20,344;915199;0;0;1
20,345;915251;0;9;2
20,346;915267;0;50;3
20,347;915361;0;32;3
20,348;915379;0;38;3
20,349;915383;0;7;2
20,350;915393;0;16;4
20,351;915423;0;29;3
20,352;915435;0;71;2
20,353;915445;1;25;9
20,354;915458;0;1;2
20,355;915468;0;16;2
20,356;915476;0;13;4
20,357;915486;0;109;8
20,358;915491;0;91;4
20,359;915498;0;32;3
20,360;915500;0;9;3
20,361;915503;0;14;3
20,362;915529;0;0;1
20,363;915531;1;38;4
20,364;915536;0;722;2
20,365;915550;0;2;3
20,366;915551;1;2;1
20,367;915557;0;0;1
20,368;915560;0;0;1
20,369;915573;0;149;7
20,370;915601;0;4;5
20,371;915618;1;0;1
20,372;915646;0;2;1
20,373;915648;1;0;2
20,374;915653;1;0;1
20,375;915674;0;0;1
20,376;915676;0;0;2
20,377;915726;0;12;2
20,378;915740;1;693;1
20,379;915760;0;55;4
20,380;915770;0;97;1
20,381;915777;0;667;14
20,382;915809;0;6;2
20,383;915810;0;10;4
20,384;915826;0;39;4
20,385;915866;0;0;1
20,386;915867;1;162;5
20,387;915870;0;16;5
20,388;915872;0;0;1
20,389;915875;0;0;1
20,390;915899;1;3,146;1
20,391;916307;0;48;5
20,392;916355;0;113;3
20,393;916373;0;618;5
20,394;916381;0;1,504;2
20,395;916399;0;8;1
20,396;916400;0;286;12
20,397;916412;0;38;1
20,398;916454;1;0;2
20,399;916467;0;0;1
20,400;916481;1;0;2
20,401;916487;0;6;2
20,402;916496;0;37;2
20,403;916511;0;1;1
20,404;916529;0;160;5
20,405;916537;1;732;7
20,406;916580;0;549;3
20,407;916602;0;81;3
20,408;916640;0;28;2
20,409;916649;0;19;6
20,410;916651;0;2;3
20,411;916728;0;9;2
20,412;916743;0;34;2
20,413;916748;1;2,997;3
20,414;916756;1;357;3
20,415;916821;0;9;4
20,416;916865;0;42;2
20,417;916867;0;6;2
20,418;916902;1;47;3
20,419;916939;0;10;2
20,420;916947;0;19;1
20,421;917002;0;10;1
20,422;917025;0;10;3
20,423;917054;0;17;7
20,424;917060;1;88;1
20,425;917061;1;83;1
20,426;917075;0;90;3
20,427;917144;0;5;3
20,428;917189;0;59;3
20,429;917219;0;252;3
20,430;917251;0;495;2
20,431;917253;1;16;1
20,432;917270;0;19;3
20,433;917290;0;234;1
20,434;917299;0;424;3
20,435;917310;0;81;3
20,436;917350;1;0;1
20,437;917358;0;0;1
20,438;917372;0;0;1
20,439;917379;0;1,055;5
20,440;917407;0;0;1
20,441;917423;0;132;2
20,442;917518;1;10;1
20,443;917534;1;122;1
20,444;917538;0;2;1
20,445;917539;0;12;4
20,446;917540;0;46;6
20,447;917552;0;195;8
20,448;917553;0;81;1
20,449;917554;0;58;1
20,450;917567;0;83;2
20,451;917597;0;6;1
20,452;917601;1;6;1
20,453;917603;0;6;1
20,454;917621;0;2;2
20,455;917668;1;0;1
20,456;917670;0;58;1
20,457;917673;0;0;1
20,458;917684;0;3,312;1
20,459;917698;0;32;6
20,460;917703;0;3,375;1
20,461;917725;0;240;5
20,462;917728;0;0;1
20,463;917729;0;3,375;1
20,464;917736;1;0;2
20,465;917754;0;3,375;1
20,466;917755;0;6;4
20,467;917762;0;66;6
20,468;917763;0;7;4
20,469;917765;0;2;5
20,470;917835;0;0;1
20,471;917860;0;150;2
20,472;917861;0;9;3
20,473;917866;0;9;2
20,474;917869;0;473;8
20,475;917902;0;10;3
20,476;917907;0;11;3
20,477;917924;0;1;3
20,478;917944;0;2;2
20,479;917957;0;90;1
20,480;917961;0;10;1
20,481;917966;1;0;1
20,482;917967;0;0;1
20,483;917969;1;0;1
20,484;917991;0;104;3
20,485;918004;0;4;2
20,486;918007;1;9;1
20,487;918043;0;1;2
20,488;918044;1;0;1
20,489;918046;0;170;4
20,490;918087;1;71;27
20,491;918094;0;42;2
20,492;918099;0;0;1
20,493;918128;0;0;1
20,494;918129;1;0;1
20,495;918134;1;0;1
20,496;918146;0;7;3
20,497;918211;0;3;2
20,498;918228;0;3;2
20,499;918232;0;2;3
20,500;918248;0;2;2
20,501;918258;0;3;3
20,502;918260;0;151;20
20,503;918312;0;2,284;7
20,504;918318;0;38;3
20,505;918330;1;9;2
20,506;918333;0;398;2
20,507;918334;0;29;5
20,508;918356;1;0;1
20,509;918358;0;0;1
20,510;918363;1;0;1
20,511;918367;0;186;2
20,512;918388;0;0;1
20,513;918397;0;2;1
20,514;918416;0;4;2
20,515;918433;0;88;3
20,516;918443;0;0;1
20,517;918458;1;0;5
20,518;918462;0;47;1
20,519;918464;0;2;2
20,520;918466;1;0;1
20,521;918479;0;62;2
20,522;918492;0;54;2
20,523;918497;0;0;1
20,524;918532;0;402;2
20,525;918578;0;44;1
20,526;918584;0;19;4
20,527;918616;0;3;3
20,528;918627;0;4;3
20,529;918657;1;2;1
20,530;918660;0;180;3
20,531;918685;0;1,129;2
20,532;918702;0;7;2
20,533;918731;1;59;2
20,534;918788;0;72;5
20,535;918792;0;3;4
20,536;918800;0;19;1
20,537;918821;1;0;2
20,538;918830;1;2;4
20,539;918873;0;12;2
20,540;918894;0;17;4
20,541;918927;0;6;3
20,542;918928;1;37;2
20,543;918936;0;4;3
20,544;918954;0;41;13
20,545;918985;1;0;1
20,546;918988;0;2;1
20,547;918997;1;0;1
20,548;919002;0;5;3
20,549;919025;0;12;3
20,550;919042;0;0;1
20,551;919055;1;21;1
20,552;919068;0;1,074;6
20,553;919069;0;11;3
20,554;919118;0;11;2
20,555;919134;0;2;3
20,556;919158;0;29;2
20,557;919165;0;788;4
20,558;919168;0;38;1
20,559;919182;0;21;1
20,560;919194;1;0;1
20,561;919201;0;32;2
20,562;919208;0;186;4
20,563;919209;0;81;2
20,564;919210;0;37;2
20,565;919225;0;36;4
20,566;919272;0;24;6
20,567;919278;0;4;2
20,568;919287;1;0;1
20,569;919296;0;4;1
20,570;919320;0;30;7
20,571;919336;0;408;7
20,572;919386;1;0;1
20,573;919391;0;129;6
20,574;919392;0;0;2
20,575;919443;0;0;1
20,576;919449;0;93;2
20,577;919465;0;0;2
20,578;919512;0;5;1
20,579;919555;0;39;4
20,580;919568;1;10;1
20,581;919574;0;11;1
20,582;919582;1;8;1
20,583;919583;1;122;1
20,584;919588;1;8;1
20,585;919629;0;4;2
20,586;919675;0;87;9
20,587;919731;1;0;2
20,588;919732;0;4;5
20,589;919759;0;51;2
20,590;919779;0;1;2
20,591;919810;0;81;7
20,592;919846;0;62;2
20,593;919893;0;5;2
20,594;919905;0;8;6
20,595;919911;0;1;2
20,596;919933;1;0;1
20,597;919947;0;601;6
20,598;919948;0;0;1
20,599;919971;1;14;1
20,600;919974;0;24;11
20,601;919977;0;12;7
20,602;919984;1;8;4
20,603;919991;0;1,446;2
20,604;919993;0;62;2
20,605;919999;0;10;3
20,606;920001;1;19;2
20,607;920010;0;39;2
20,608;920040;0;346;1
20,609;920066;1;0;1
20,610;920067;0;0;1
20,611;920073;1;0;1
20,612;920084;0;3;2
20,613;920094;0;46;1
20,614;920099;0;0;1
20,615;920117;0;0;1
20,616;920132;1;0;1
20,617;920289;0;151;2
20,618;920293;0;0;1
20,619;920298;1;4,460;1
20,620;920344;1;5;2
20,621;920355;0;194;3
20,622;920363;0;29;3
20,623;920369;0;0;1
20,624;920432;0;14;5
20,625;920440;0;8;2
20,626;920457;0;0;1
20,627;920465;0;405;3
20,628;920489;0;9;1
20,629;920495;0;2;1
20,630;920545;0;2;2
20,631;920546;1;135;1
20,632;920560;0;0;1
20,633;920566;0;6;1
20,634;920571;0;4;2
20,635;920644;0;0;1
20,636;920686;0;2;2
20,637;920697;0;6;2
20,638;920762;0;37;3
20,639;920764;1;107;3
20,640;920782;0;164;1
20,641;920792;0;12;1
20,642;920793;0;0;1
20,643;920801;0;41;4
20,644;920872;0;833;4
20,645;920895;0;62;2
20,646;920922;1;1,710;1
20,647;921108;0;5;3
20,648;921144;0;111;1
20,649;921191;0;13;2
20,650;921289;0;0;1
20,651;921297;0;20;1
20,652;921336;0;2;1
20,653;921359;0;2;1
20,654;921521;1;0;1
20,655;921550;0;10;2
20,656;921754;0;0;1
20,657;921782;0;0;1
20,658;921787;0;8;1
20,659;921870;0;9;1
20,660;921882;0;84;2
20,661;922002;0;22;3
20,662;922028;0;281;3
20,663;922051;0;2;3
20,664;922063;0;7;3
20,665;922070;0;6;2
20,666;922316;1;10;1
20,667;922444;1;535;6
20,668;923166;0;426;15
20,669;925440;1;66;1
20,670;925931;1;3,436;6
20,671;932990;0;579;9
20,672;934532;0;29;15
20,673;934587;0;631;10
20,674;935977;0;752;3
20,675;938273;1;131;1
20,676;939325;1;1;1
20,677;939521;1;307;7
20,678;939561;0;1,697;66
20,679;940331;0;133;11
20,680;941733;0;27;7
20,681;942318;0;90;19
20,682;942715;0;3,001;2
20,683;942827;1;27;2
20,684;943073;0;2;3
20,685;945144;1;8;1
20,686;945709;0;934;37
20,687;945848;1;383;4
20,688;945974;1;107;7
20,689;946148;1;13;3
20,690;946376;1;1;1
20,691;946411;0;13;5
20,692;946683;0;70;5
20,693;946836;0;1,194;31
20,694;947746;1;4,741;1
20,695;947998;0;30;8
20,696;948042;1;459;12
20,697;948178;1;330;7
20,698;948188;1;329;9
20,699;948471;1;162;2
20,700;948472;1;13;3
20,701;948967;0;0;4
20,702;949280;0;675;19
20,703;949872;0;1,211;8
20,704;949893;0;1,387;8
20,705;949916;0;157;7
20,706;950057;0;1,349;7
20,707;950089;0;28;3
20,708;950112;0;43;4
20,709;950156;0;965;6
20,710;950321;0;647;22
20,711;950476;0;10;5
20,712;950502;0;68;6
20,713;950652;1;276;3
20,714;950765;0;198;5
20,715;950837;0;32;5
20,716;950905;0;10;2
20,717;950978;0;55;2
20,718;951027;0;0;1
20,719;951047;0;0;1
20,720;951056;0;40;3
20,721;951111;0;224;20
20,722;951191;1;272;6
20,723;951249;0;197;11
20,724;951297;0;539;5
20,725;951370;0;2;1
20,726;951425;0;101;4
20,727;951504;0;270;17
20,728;951554;0;1,099;7
20,729;951579;0;935;2
20,730;951678;0;21;2
20,731;951695;0;21;1
20,732;951776;0;12;1
20,733;951777;0;6;1
20,734;951803;1;702;6
20,735;951806;1;1,978;5
20,736;951812;0;4;1
20,737;951815;0;712;8
20,738;951821;0;787;3
20,739;951824;0;1,219;2
20,740;951829;0;144;1
20,741;951831;0;62;3
20,742;951833;1;10;1
20,743;951837;0;14;2
20,744;951838;0;233;4
20,745;951839;0;24;4
20,746;951843;0;20;7
20,747;951844;0;6;3
20,748;951845;1;200;1
20,749;951848;0;30;2
20,750;951853;1;0;1
20,751;951859;0;0;3
20,752;951861;0;1;3
20,753;951873;0;4;1
20,754;951877;0;49;1
20,755;951887;1;45;1
20,756;951890;0;33;3
20,757;951892;1;0;1
20,758;951895;0;9;1
20,759;951902;0;315;1
20,760;951906;0;0;1
20,761;951908;0;0;1
20,762;951909;0;0;1
20,763;951989;0;5;2
20,764;952002;1;0;1
20,765;952012;0;419;6
20,766;952063;0;834;7
20,767;952071;1;307;1
20,768;952081;1;337;2
20,769;952123;0;5;3
20,770;952126;0;158;10
20,771;952130;0;0;1
20,772;952140;0;0;1
20,773;952190;0;15;1
20,774;952192;0;2;1
20,775;952208;0;200;2
20,776;952237;1;4;1
20,777;952252;0;18;2
20,778;952278;0;0;1
20,779;952292;1;1,247;1
20,780;952322;0;11;3
20,781;952396;0;237;2
20,782;952408;0;852;2
20,783;952441;0;10;1
20,784;952448;0;37;2
20,785;952505;0;91;12
20,786;952525;0;509;2
20,787;952531;0;3;2
20,788;952538;0;316;1
20,789;952580;0;35;6
20,790;952657;0;179;1
20,791;952658;1;158;1
20,792;952667;0;1;1
20,793;952668;0;16;1
20,794;952674;0;24;2
20,795;952678;0;9;3
20,796;952687;0;24;3
20,797;952688;0;18;2
20,798;952705;0;10;2
20,799;952747;0;3;1
20,800;952780;0;101;2
20,801;952785;0;231;6
20,802;952892;0;85;1
20,803;952944;0;233;1
20,804;952958;0;2;1
20,805;952960;0;0;2
20,806;952965;0;83;1
20,807;952974;1;2,026;1
20,808;952979;0;0;2
20,809;952992;1;307;1
20,810;953012;1;78;1
20,811;953014;1;0;1
20,812;953031;0;660;1
20,813;953037;0;405;4
20,814;953049;0;41;1
20,815;953065;0;12;3
20,816;953115;0;15;1
20,817;953125;1;77;5
20,818;953137;1;2;1
20,819;953138;1;2,033;1
20,820;953146;0;2,033;3
20,821;953151;0;145;3
20,822;953152;0;65;3
20,823;953153;0;39;3
20,824;953158;0;119;7
20,825;953161;0;49;1
20,826;953164;0;63;5
20,827;953171;0;9;1
20,828;953173;0;239;8
20,829;953244;0;2;1
20,830;953247;0;0;1
20,831;953248;0;12;1
20,832;953249;0;6;3
20,833;953264;1;0;1
20,834;953280;0;13;3
20,835;953289;0;103;1
20,836;953301;0;14;4
20,837;953350;0;472;3
20,838;953368;0;62;5
20,839;953379;1;0;1
20,840;953428;0;15;2
20,841;953457;0;14;3
20,842;953495;0;20;4
20,843;953545;1;10;2
20,844;953546;0;12;1
20,845;953551;1;10;1
20,846;953555;0;9;4
20,847;953573;0;12;4
20,848;953576;0;8;4
20,849;953577;0;22;2
20,850;953588;0;0;1
20,851;953589;0;303;5
20,852;953591;1;0;3
20,853;953597;0;299;1
20,854;953633;0;18;1
20,855;953638;0;4;1
20,856;953641;0;303;5
20,857;953652;0;22;1
20,858;953661;0;2;2
20,859;953670;0;377;5
20,860;953729;0;17;2
20,861;953746;0;351;6
20,862;953759;1;1,080;1
20,863;953762;0;427;5
20,864;953801;0;61;8
20,865;953815;0;221;1
20,866;953826;0;0;3
20,867;953834;0;0;1
20,868;953837;1;265;2
20,869;953848;0;63;3
20,870;953861;0;181;7
20,871;953863;0;852;2
20,872;953897;0;23;4
20,873;953907;1;0;1
20,874;953922;0;33;1
20,875;953928;0;288;3
20,876;953949;0;623;17
20,877;953988;0;17;5
20,878;953997;0;13;2
20,879;954034;0;245;2
20,880;954163;0;14;1
20,881;954217;0;0;1
20,882;954227;0;723;2
20,883;954308;0;121;7
20,884;954335;0;21;3
20,885;954343;0;136;1
20,886;954355;0;377;2
20,887;954444;0;156;2
20,888;954469;1;185;1
20,889;954635;0;19;2
20,890;954711;0;280;5
20,891;954715;1;2,026;1
20,892;954739;0;337;2
20,893;954795;1;95;1
20,894;954797;0;97;1
20,895;954800;1;0;1
20,896;954804;1;0;1
20,897;954807;0;0;1
20,898;954823;1;45;1
20,899;954825;0;45;1
20,900;954838;0;3;2
20,901;954868;0;206;1
20,902;954870;0;0;1
20,903;954871;1;819;4
20,904;954872;0;0;1
20,905;954875;1;470;1
20,906;954918;1;608;15
20,907;954923;0;30;3
20,908;954964;0;3,806;7
20,909;954970;1;348;4
20,910;954980;0;0;1
20,911;954985;0;59;4
20,912;954993;0;282;8
20,913;955006;0;6;3
20,914;955014;0;491;5
20,915;955018;0;100;5
20,916;955019;0;26;4
20,917;955025;0;7;1
20,918;955026;0;37;3
20,919;955044;0;394;2
20,920;955048;0;6;3
20,921;955055;0;1,758;9
20,922;955062;1;1,099;6
20,923;955066;0;15;1
20,924;955116;0;44;1
20,925;955121;1;87;4
20,926;955132;0;0;1
20,927;955139;0;16;2
20,928;955148;0;188;4
20,929;955162;0;470;2
20,930;955168;0;30;14
20,931;955210;0;33;12
20,932;955217;0;34;4
20,933;955242;0;705;3
20,934;955265;0;1;2
20,935;955277;0;181;1
20,936;955278;0;2;1
20,937;955346;0;4;2
20,938;955406;0;211;1
20,939;955407;0;2;2
20,940;955431;0;18;1
20,941;955465;0;19;2
20,942;955469;0;4;2
20,943;955547;0;10;2
20,944;955615;0;30;10
20,945;955637;0;16;2
20,946;955650;1;67;1
20,947;955652;0;427;3
20,948;955664;0;633;7
20,949;955668;0;30;2
20,950;955684;0;69;1
20,951;955688;0;60;3
20,952;955698;0;0;1
20,953;955714;0;6;1
20,954;955717;0;45;2
20,955;955736;0;2;2
20,956;955803;0;354;6
20,957;955823;0;77;5
20,958;955830;0;8;3
20,959;955839;0;1,581;41
20,960;955852;0;141;3
20,961;955856;0;34;2
20,962;955914;0;32;2
20,963;955989;0;1;1
20,964;955991;0;863;4
20,965;956028;0;44;2
20,966;956041;0;18;3
20,967;956097;0;2;2
20,968;956200;0;359;9
20,969;956250;0;347;7
20,970;956263;0;0;1
20,971;956331;0;120;6
20,972;956372;0;18;1
20,973;956380;1;0;1
20,974;956385;0;137;3
20,975;956415;0;0;1
20,976;956458;0;304;3
20,977;956504;0;2,688;3
20,978;956606;0;56;4
20,979;956640;1;14;1
20,980;956645;0;0;1
20,981;956648;0;0;1
20,982;956649;0;0;1
20,983;956655;1;7,178;1
20,984;956727;0;15;3
20,985;956743;0;185;1
20,986;956778;0;756;16
20,987;956786;0;310;4
20,988;956789;0;54;1
20,989;956790;0;128;1
20,990;956808;0;133;12
20,991;956813;0;0;1
20,992;956834;0;2,757;8
20,993;956867;0;8;1
20,994;956894;0;126;1
20,995;956898;0;49;1
20,996;956925;0;4,757;2
20,997;956931;0;1,373;2
20,998;956947;0;3;3
20,999;956950;0;18;3
21,000;956964;0;101;4
21,001;956968;0;118;1
21,002;956979;0;12;1
21,003;956980;0;6;1
21,004;956984;0;6;1
21,005;956994;0;10;3
21,006;957003;0;786;1
21,007;957013;0;5;2
21,008;957014;0;120;2
21,009;957018;0;1,551;2
21,010;957019;1;1,567;1
21,011;957021;0;457;2
21,012;957024;0;70;4
21,013;957035;0;535;2
21,014;957044;0;74;1
21,015;957052;0;336;5
21,016;957054;0;728;1
21,017;957055;0;2,931;1
21,018;957064;0;189;3
21,019;957065;1;4;1
21,020;957076;0;0;1
21,021;957087;0;0;2
21,022;957090;0;4;1
21,023;957096;1;6;1
21,024;957097;1;4;1
21,025;957101;1;8;11
21,026;957104;0;2;2
21,027;957122;0;2;2
21,028;957129;0;20;3
21,029;957135;0;424;3
21,030;957145;0;22;2
21,031;957191;0;11;1
21,032;957226;0;0;1
21,033;957233;0;11;1
21,034;957242;1;1;1
21,035;957244;0;0;1
21,036;957265;0;58;1
21,037;957309;1;2;1
21,038;957332;1;4;1
21,039;957337;0;87;7
21,040;957354;0;4;2
21,041;957361;0;71;4
21,042;957368;0;147;5
21,043;957397;1;167;1
21,044;957416;0;151;4
21,045;957417;0;3;1
21,046;957428;0;161;3
21,047;957448;0;5;1
21,048;957466;0;4;2
21,049;957474;0;9;2
21,050;957514;1;0;1
21,051;957516;0;4;2
21,052;957542;0;17;2
21,053;957586;0;12;4
21,054;957636;0;12;2
21,055;957640;0;39;3
21,056;957698;0;15;1
21,057;957715;0;20;4
21,058;957732;1;0;1
21,059;957762;0;59;2
21,060;957793;0;2;4
